EventIndex,Planet1,Aspect,Planet2,Orb,Type
38,Mars,Square,Saturn,6°52’,Separating
38,Mars,Square,Neptune,0°27’,Separating
38,Mars,Trine,Pluto,0°14’,Separating
38,Jupiter,Square,Saturn,6°56’,Applying
38,Jupiter,Square,Neptune,0°31’,Applying
38,Jupiter,Sextile,Pluto,0°18’,Applying
38,Saturn,Conjunction,Neptune,6°24’,Applying
39,Sun,Conjunction,Mercury,5°05’,Applying
39,Sun,Opposition,Jupiter,1°23’,Separating
39,Sun,Trine,Uranus,3°54’,Applying
39,Moon,Trine,Saturn,1°45’,Separating
39,Moon,Square,Uranus,7°23’,Separating
39,Moon,Square,Neptune,7°53’,Applying
39,Moon,Square,Pluto,5°28’,Separating
39,Mercury,Opposition,Jupiter,3°42’,Applying
39,Venus,Conjunction,Mars,3°05’,Separating
39,Uranus,Opposition,Pluto,1°54’,Separating
40,Sun,Opposition,Moon,7°45’,Separating
40,Sun,Conjunction,Mercury,2°44’,Applying
40,Sun,Sextile,Jupiter,0°28’,Separating
40,Sun,Trine,Uranus,5°12’,Applying
40,Moon,Opposition,Mercury,5°01’,Separating
40,Moon,Trine,Jupiter,8°13’,Separating
40,Moon,Trine,Saturn,0°07’,Applying
40,Moon,Sextile,Uranus,2°32’,Separating
40,Mercury,Sextile,Jupiter,3°12’,Applying
40,Mercury,Trine,Uranus,2°28’,Separating
40,Mars,Square,Saturn,2°05’,Applying
40,Jupiter,Opposition,Uranus,5°40’,Applying
40,Saturn,Sextile,Uranus,2°40’,Separating
40,Neptune,Sextile,Pluto,3°09’,Applying
41,Sun,Trine,Moon,5°33’,Separating
41,Sun,Conjunction,Jupiter,8°56’,Applying
41,Sun,Trine,Pluto,4°48’,Applying
41,Moon,Trine,Jupiter,3°23’,Applying
41,Moon,Square,Uranus,4°39’,Applying
41,Moon,Conjunction,Pluto,0°44’,Separating
41,Mercury,Trine,Saturn,5°12’,Separating
41,Mercury,Opposition,Uranus,6°00’,Separating
41,Mars,Trine,Neptune,2°51’,Applying
41,Jupiter,Square,Saturn,2°04’,Applying
41,Jupiter,Trine,Pluto,4°07’,Separating
41,Saturn,Sextile,Uranus,0°48’,Separating
41,Uranus,Square,Pluto,5°23’,Applying
42,Sun,Trine,Moon,1°05’,Applying
42,Sun,Square,Uranus,9°06’,Separating
42,Moon,Square,Mercury,6°30’,Applying
42,Moon,Square,Jupiter,8°29’,Applying
42,Mercury,Opposition,Jupiter,1°58’,Applying
42,Mercury,Trine,Saturn,2°33’,Applying
42,Venus,Trine,Uranus,5°02’,Applying
42,Mars,Trine,Neptune,4°56’,Separating
42,Jupiter,Sextile,Saturn,0°34’,Separating
42,Saturn,Trine,Pluto,4°56’,Separating
42,Uranus,Square,Neptune,4°43’,Separating
42,Neptune,Sextile,Pluto,3°15’,Applying
43,Sun,Trine,Uranus,1°08’,Applying
43,Moon,Conjunction,Venus,3°04’,Separating
43,Moon,Trine,Mars,7°15’,Separating
43,Moon,Sextile,Jupiter,2°41’,Separating
43,Moon,Trine,Neptune,8°19’,Separating
43,Moon,Opposition,Pluto,7°44’,Separating
43,Mercury,Square,Uranus,1°23’,Separating
43,Venus,Trine,Mars,4°10’,Separating
43,Venus,Sextile,Jupiter,0°22’,Applying
43,Venus,Trine,Neptune,5°15’,Separating
43,Venus,Opposition,Pluto,4°39’,Separating
43,Mars,Conjunction,Neptune,1°04’,Separating
43,Mars,Sextile,Pluto,0°28’,Separating
43,Jupiter,Square,Saturn,2°09’,Separating
43,Jupiter,Trine,Pluto,5°02’,Separating
43,Neptune,Sextile,Pluto,0°35’,Applying
44,Sun,Sextile,Jupiter,3°02’,Applying
44,Sun,Opposition,Uranus,5°37’,Separating
44,Moon,Opposition,Mercury,2°35’,Separating
44,Moon,Trine,Saturn,3°30’,Applying
44,Moon,Sextile,Neptune,1°44’,Separating
44,Moon,Conjunction,Pluto,5°42’,Separating
44,Mercury,Trine,Neptune,0°51’,Applying
44,Mercury,Opposition,Pluto,3°07’,Separating
44,Venus,Conjunction,Mars,1°12’,Applying
44,Neptune,Sextile,Pluto,3°58’,Separating
45,Sun,Square,Moon,3°39’,Separating
45,Sun,Conjunction,Mercury,3°15’,Separating
45,Moon,Square,Mercury,0°23’,Separating
45,Moon,Opposition,Mars,8°13’,Applying
45,Moon,Opposition,Saturn,9°40’,Applying
45,Moon,Trine,Uranus,4°43’,Separating
45,Venus,Trine,Mars,5°06’,Separating
45,Venus,Trine,Saturn,3°40’,Separating
45,Venus,Square,Neptune,5°33’,Separating
45,Mars,Conjunction,Saturn,1°26’,Applying
45,Neptune,Sextile,Pluto,1°34’,Applying
46,Sun,Sextile,Mars,3°45’,Separating
46,Sun,Square,Neptune,8°38’,Applying
46,Sun,Sextile,Pluto,1°28’,Separating
46,Moon,Square,Mercury,3°21’,Applying
46,Moon,Trine,Jupiter,2°55’,Separating
46,Moon,Trine,Saturn,7°57’,Applying
46,Moon,Trine,Uranus,4°03’,Applying
46,Mercury,Trine,Neptune,6°59’,Separating
46,Venus,Square,Jupiter,0°59’,Applying
46,Venus,Sextile,Neptune,0°16’,Applying
46,Mars,Conjunction,Pluto,2°17’,Applying
46,Jupiter,Conjunction,Uranus,6°58’,Applying
46,Saturn,Trine,Uranus,3°53’,Applying
47,Sun,Conjunction,Mercury,1°41’,Applying
47,Sun,Trine,Uranus,5°43’,Applying
47,Moon,Square,Jupiter,2°42’,Separating
47,Moon,Conjunction,Neptune,1°49’,Applying
47,Mercury,Trine,Uranus,4°01’,Separating
47,Venus,Conjunction,Saturn,3°22’,Separating
47,Mars,Sextile,Pluto,1°07’,Separating
47,Jupiter,Square,Neptune,4°31’,Applying
48,Sun,Conjunction,Jupiter,7°41’,Applying
48,Sun,Trine,Pluto,8°06’,Applying
48,Moon,Square,Mercury,8°43’,Separating
48,Moon,Trine,Venus,2°02’,Applying
48,Moon,Trine,Mars,2°55’,Applying
48,Moon,Conjunction,Saturn,6°14’,Separating
48,Moon,Square,Uranus,9°04’,Separating
48,Moon,Trine,Neptune,2°45’,Separating
48,Mercury,Square,Saturn,2°28’,Applying
48,Mercury,Opposition,Uranus,0°20’,Separating
48,Venus,Conjunction,Mars,0°53’,Separating
48,Venus,Trine,Neptune,4°47’,Separating
48,Mars,Trine,Neptune,5°40’,Separating
48,Jupiter,Sextile,Saturn,0°24’,Applying
48,Jupiter,Opposition,Neptune,3°54’,Applying
48,Jupiter,Trine,Pluto,0°25’,Applying
48,Saturn,Square,Uranus,2°49’,Separating
48,Saturn,Trine,Neptune,3°29’,Applying
48,Saturn,Sextile,Pluto,0°00’,Applying
48,Neptune,Sextile,Pluto,3°28’,Applying
49,Sun,Trine,Moon,3°22’,Applying
49,Sun,Conjunction,Mercury,3°56’,Applying
49,Sun,Square,Neptune,4°49’,Applying
49,Moon,Trine,Mercury,7°18’,Applying
49,Moon,Square,Mars,5°01’,Separating
49,Moon,Square,Uranus,8°49’,Separating
49,Moon,Opposition,Pluto,4°44’,Separating
49,Mercury,Square,Neptune,0°53’,Separating
49,Venus,Sextile,Mars,3°16’,Separating
49,Venus,Conjunction,Jupiter,0°00’,Applying
49,Mars,Sextile,Jupiter,3°17’,Applying
49,Mars,Square,Saturn,6°13’,Separating
49,Mars,Conjunction,Uranus,3°47’,Separating
49,Mars,Square,Pluto,0°17’,Applying
49,Saturn,Square,Uranus,2°25’,Separating
49,Saturn,Opposition,Pluto,6°31’,Separating
49,Uranus,Square,Pluto,4°05’,Applying
50,Sun,Square,Moon,1°55’,Separating
50,Sun,Conjunction,Venus,8°17’,Applying
50,Moon,Trine,Saturn,9°00’,Applying
50,Moon,Trine,Neptune,4°39’,Applying
50,Moon,Sextile,Pluto,3°17’,Applying
50,Mercury,Square,Jupiter,1°11’,Separating
50,Mars,Square,Neptune,6°21’,Separating
50,Jupiter,Trine,Saturn,6°30’,Separating
50,Saturn,Opposition,Uranus,3°22’,Applying
50,Saturn,Trine,Neptune,4°20’,Applying
50,Saturn,Opposition,Pluto,5°43’,Applying
50,Uranus,Sextile,Neptune,0°58’,Separating
50,Uranus,Conjunction,Pluto,2°21’,Separating
50,Neptune,Sextile,Pluto,1°22’,Applying
51,Sun,Sextile,Mars,2°50’,Separating
51,Sun,Conjunction,Jupiter,7°08’,Applying
51,Sun,Conjunction,Uranus,3°12’,Separating
51,Moon,Conjunction,Mercury,7°02’,Applying
51,Moon,Sextile,Venus,4°15’,Applying
51,Moon,Conjunction,Jupiter,4°28’,Separating
51,Moon,Conjunction,Neptune,3°58’,Applying
51,Mercury,Sextile,Venus,2°46’,Separating
51,Mercury,Conjunction,Neptune,3°04’,Separating
51,Mercury,Sextile,Pluto,0°20’,Separating
51,Venus,Sextile,Neptune,0°17’,Separating
51,Venus,Conjunction,Pluto,2°26’,Applying
51,Mars,Sextile,Uranus,0°21’,Separating
51,Neptune,Sextile,Pluto,2°43’,Applying
52,Sun,Square,Moon,5°56’,Applying
52,Sun,Opposition,Jupiter,3°39’,Applying
52,Sun,Trine,Saturn,7°34’,Separating
52,Sun,Sextile,Uranus,4°43’,Applying
52,Sun,Trine,Pluto,0°18’,Separating
52,Moon,Square,Mercury,4°55’,Separating
52,Moon,Sextile,Venus,2°18’,Applying
52,Moon,Trine,Mars,7°17’,Separating
52,Moon,Square,Jupiter,9°35’,Applying
52,Moon,Opposition,Neptune,7°48’,Separating
52,Mercury,Trine,Saturn,3°16’,Applying
52,Mercury,Square,Neptune,2°53’,Separating
52,Venus,Square,Saturn,3°56’,Separating
52,Mars,Sextile,Neptune,0°31’,Separating
52,Jupiter,Trine,Uranus,1°03’,Separating
52,Jupiter,Sextile,Pluto,3°58’,Applying
52,Uranus,Opposition,Pluto,5°02’,Separating
53,Sun,Conjunction,Mercury,6°38’,Separating
53,Sun,Sextile,Uranus,3°08’,Separating
53,Sun,Square,Pluto,0°33’,Separating
53,Moon,Trine,Venus,3°30’,Applying
53,Moon,Square,Mars,7°23’,Separating
53,Moon,Square,Uranus,4°33’,Applying
53,Moon,Conjunction,Neptune,8°31’,Applying
53,Venus,Trine,Neptune,5°00’,Applying
53,Venus,Sextile,Pluto,3°37’,Applying
53,Mars,Sextile,Saturn,3°18’,Separating
53,Jupiter,Trine,Saturn,6°47’,Applying
53,Jupiter,Trine,Neptune,4°00’,Separating
53,Uranus,Square,Neptune,3°57’,Applying
53,Neptune,Sextile,Pluto,1°23’,Applying
54,Sun,Sextile,Mars,0°51’,Applying
54,Moon,Sextile,Mercury,2°04’,Applying
54,Moon,Conjunction,Venus,8°15’,Separating
54,Moon,Square,Uranus,3°42’,Applying
54,Moon,Square,Neptune,4°08’,Separating
54,Mercury,Square,Pluto,0°41’,Applying
54,Venus,Opposition,Saturn,4°01’,Separating
54,Venus,Square,Neptune,4°07’,Applying
54,Mars,Square,Jupiter,0°59’,Separating
54,Uranus,Sextile,Pluto,2°19’,Applying
55,Sun,Conjunction,Mercury,0°17’,Applying
55,Sun,Sextile,Mars,3°49’,Separating
55,Sun,Opposition,Jupiter,0°46’,Applying
55,Sun,Trine,Saturn,0°30’,Separating
55,Sun,Opposition,Neptune,7°31’,Applying
55,Sun,Trine,Pluto,3°50’,Applying
55,Moon,Square,Saturn,3°05’,Separating
55,Moon,Trine,Uranus,8°50’,Applying
55,Mercury,Opposition,Jupiter,0°29’,Separating
55,Mercury,Trine,Saturn,0°47’,Applying
55,Mercury,Trine,Pluto,3°32’,Separating
55,Venus,Trine,Neptune,6°17’,Separating
55,Mars,Trine,Jupiter,4°36’,Applying
55,Mars,Sextile,Saturn,3°19’,Applying
55,Jupiter,Sextile,Saturn,1°16’,Applying
55,Jupiter,Conjunction,Neptune,6°44’,Separating
55,Jupiter,Sextile,Pluto,3°03’,Separating
55,Saturn,Trine,Pluto,4°20’,Separating
55,Uranus,Square,Neptune,3°54’,Separating
55,Neptune,Sextile,Pluto,3°41’,Applying
56,Sun,Trine,Moon,3°10’,Applying
56,Sun,Square,Mars,4°59’,Separating
56,Sun,Trine,Jupiter,1°46’,Applying
56,Sun,Opposition,Uranus,5°09’,Applying
56,Sun,Square,Neptune,2°32’,Applying
56,Moon,Conjunction,Jupiter,4°56’,Applying
56,Mercury,Conjunction,Venus,2°05’,Applying
56,Mars,Trine,Pluto,4°53’,Applying
56,Jupiter,Sextile,Uranus,3°22’,Applying
56,Saturn,Trine,Uranus,6°04’,Separating
56,Uranus,Square,Neptune,2°36’,Applying
56,Neptune,Sextile,Pluto,2°39’,Separating
57,Sun,Conjunction,Mercury,8°51’,Applying
57,Sun,Conjunction,Venus,4°31’,Separating
57,Sun,Conjunction,Pluto,9°54’,Separating
57,Moon,Sextile,Mars,4°41’,Applying
57,Moon,Conjunction,Uranus,9°09’,Applying
57,Mercury,Conjunction,Venus,4°19’,Applying
57,Jupiter,Sextile,Saturn,0°10’,Separating
57,Saturn,Square,Neptune,3°53’,Applying
57,Uranus,Conjunction,Pluto,5°33’,Applying
57,Neptune,Sextile,Pluto,1°18’,Applying
58,Sun,Square,Jupiter,4°59’,Applying
58,Sun,Square,Uranus,8°08’,Applying
58,Sun,Square,Pluto,0°41’,Applying
58,Moon,Conjunction,Mercury,4°22’,Applying
58,Moon,Opposition,Mars,6°40’,Applying
58,Moon,Trine,Jupiter,2°31’,Separating
58,Moon,Trine,Uranus,0°38’,Applying
58,Moon,Opposition,Neptune,2°34’,Separating
58,Moon,Trine,Pluto,6°48’,Separating
58,Mercury,Opposition,Mars,2°18’,Applying
58,Mercury,Trine,Jupiter,6°53’,Separating
58,Mercury,Trine,Uranus,3°44’,Separating
58,Mercury,Opposition,Neptune,6°56’,Separating
58,Venus,Conjunction,Saturn,0°59’,Separating
58,Jupiter,Conjunction,Uranus,3°09’,Applying
58,Jupiter,Sextile,Neptune,0°02’,Separating
58,Jupiter,Conjunction,Pluto,4°17’,Separating
58,Uranus,Sextile,Neptune,3°12’,Separating
59,Sun,Sextile,Mars,4°50’,Applying
59,Sun,Sextile,Pluto,3°36’,Separating
59,Moon,Sextile,Mercury,1°48’,Separating
59,Moon,Conjunction,Venus,8°24’,Applying
59,Moon,Square,Mars,6°55’,Applying
59,Moon,Square,Jupiter,7°50’,Separating
59,Moon,Opposition,Saturn,6°22’,Applying
59,Moon,Trine,Uranus,6°04’,Applying
59,Mercury,Square,Pluto,0°16’,Applying
59,Venus,Square,Mars,1°28’,Applying
59,Venus,Opposition,Saturn,2°01’,Applying
59,Venus,Trine,Uranus,2°19’,Applying
59,Mars,Square,Saturn,0°33’,Separating
59,Jupiter,Trine,Pluto,6°18’,Applying
59,Saturn,Sextile,Uranus,0°17’,Applying
60,Sun,Sextile,Saturn,0°16’,Applying
60,Sun,Square,Pluto,2°01’,Applying
60,Moon,Opposition,Mercury,8°56’,Separating
60,Moon,Opposition,Venus,6°27’,Separating
60,Mercury,Conjunction,Venus,2°29’,Applying
60,Jupiter,Square,Uranus,6°58’,Applying
60,Saturn,Square,Neptune,1°54’,Separating
60,Uranus,Trine,Neptune,6°48’,Separating
60,Uranus,Sextile,Pluto,3°08’,Separating
60,Neptune,Sextile,Pluto,3°39’,Separating
61,Sun,Trine,Moon,7°50’,Applying
61,Sun,Square,Jupiter,9°34’,Separating
61,Sun,Opposition,Uranus,4°02’,Applying
61,Sun,Opposition,Neptune,3°32’,Applying
61,Sun,Trine,Pluto,6°34’,Applying
61,Moon,Square,Venus,5°47’,Separating
61,Moon,Opposition,Mars,0°23’,Applying
61,Moon,Conjunction,Saturn,8°47’,Separating
61,Mercury,Opposition,Uranus,6°09’,Applying
61,Mercury,Opposition,Neptune,6°39’,Applying
61,Mercury,Trine,Pluto,3°37’,Applying
61,Venus,Square,Mars,6°11’,Applying
61,Venus,Trine,Jupiter,4°04’,Applying
61,Venus,Square,Saturn,2°59’,Separating
61,Saturn,Square,Pluto,6°47’,Applying
61,Uranus,Conjunction,Neptune,0°30’,Applying
61,Uranus,Sextile,Pluto,2°31’,Separating
61,Neptune,Sextile,Pluto,3°01’,Separating
62,Sun,Conjunction,Mars,5°48’,Separating
62,Sun,Sextile,Saturn,4°58’,Separating
62,Moon,Opposition,Mercury,3°15’,Separating
62,Moon,Opposition,Mars,5°31’,Applying
62,Moon,Trine,Jupiter,1°39’,Applying
62,Moon,Trine,Saturn,6°21’,Applying
62,Moon,Sextile,Uranus,5°13’,Separating
62,Moon,Opposition,Pluto,5°31’,Separating
62,Mercury,Trine,Uranus,1°58’,Applying
62,Mercury,Conjunction,Pluto,2°16’,Applying
62,Venus,Square,Jupiter,5°06’,Applying
62,Venus,Square,Uranus,1°46’,Separating
62,Venus,Sextile,Neptune,1°50’,Applying
62,Mars,Sextile,Jupiter,3°51’,Separating
62,Mars,Sextile,Saturn,0°49’,Applying
62,Jupiter,Conjunction,Saturn,4°41’,Applying
62,Jupiter,Opposition,Uranus,6°53’,Separating
62,Uranus,Trine,Pluto,0°18’,Applying
63,Sun,Square,Moon,5°23’,Applying
63,Sun,Square,Pluto,5°12’,Applying
63,Moon,Sextile,Venus,0°16’,Separating
63,Moon,Conjunction,Jupiter,8°01’,Separating
63,Moon,Conjunction,Saturn,7°01’,Separating
63,Mercury,Conjunction,Mars,4°02’,Applying
63,Mercury,Square,Jupiter,5°30’,Applying
63,Mercury,Square,Saturn,6°30’,Applying
63,Mercury,Opposition,Neptune,4°33’,Separating
63,Mercury,Trine,Pluto,5°51’,Separating
63,Mars,Opposition,Neptune,0°30’,Separating
63,Mars,Trine,Pluto,1°49’,Separating
63,Jupiter,Conjunction,Saturn,0°59’,Applying
63,Neptune,Sextile,Pluto,1°18’,Applying
64,Sun,Conjunction,Venus,1°14’,Applying
64,Sun,Square,Mars,7°50’,Applying
64,Sun,Trine,Jupiter,4°19’,Applying
64,Sun,Trine,Saturn,7°14’,Separating
64,Sun,Opposition,Neptune,0°01’,Applying
64,Moon,Sextile,Mercury,1°29’,Separating
64,Venus,Trine,Jupiter,5°34’,Applying
64,Venus,Trine,Saturn,5°59’,Separating
64,Venus,Opposition,Neptune,1°16’,Applying
64,Saturn,Square,Pluto,1°01’,Separating
64,Uranus,Trine,Pluto,0°08’,Applying
65,Sun,Square,Moon,0°27’,Applying
65,Sun,Conjunction,Mercury,3°08’,Separating
65,Sun,Square,Jupiter,5°17’,Separating
65,Sun,Trine,Saturn,9°14’,Applying
65,Sun,Trine,Neptune,5°46’,Applying
65,Sun,Opposition,Pluto,4°05’,Applying
65,Moon,Square,Mercury,3°35’,Applying
65,Moon,Opposition,Jupiter,4°50’,Separating
65,Moon,Trine,Uranus,2°21’,Separating
65,Moon,Square,Pluto,4°32’,Applying
65,Mercury,Trine,Saturn,6°06’,Applying
65,Mercury,Trine,Neptune,2°38’,Applying
65,Mercury,Opposition,Pluto,0°57’,Applying
65,Venus,Conjunction,Mars,5°29’,Separating
65,Jupiter,Sextile,Uranus,2°28’,Applying
65,Saturn,Conjunction,Neptune,3°27’,Separating
65,Neptune,Sextile,Pluto,1°41’,Separating
66,Sun,Conjunction,Mercury,1°32’,Applying
66,Sun,Sextile,Neptune,3°06’,Separating
66,Sun,Trine,Pluto,1°27’,Separating
66,Moon,Square,Mars,6°15’,Applying
66,Moon,Square,Jupiter,1°33’,Applying
66,Moon,Square,Uranus,4°47’,Separating
66,Mercury,Sextile,Neptune,1°34’,Separating
66,Mercury,Trine,Pluto,0°05’,Applying
66,Venus,Square,Pluto,0°49’,Separating
66,Mars,Conjunction,Jupiter,4°41’,Separating
66,Mars,Trine,Saturn,3°52’,Separating
66,Mars,Square,Neptune,4°45’,Applying
66,Jupiter,Trine,Saturn,0°49’,Applying
66,Jupiter,Opposition,Uranus,6°20’,Separating
66,Neptune,Sextile,Pluto,1°39’,Applying
67,Sun,Square,Moon,7°58’,Separating
67,Sun,Square,Mars,7°19’,Separating
67,Sun,Sextile,Jupiter,2°48’,Separating
67,Sun,Trine,Saturn,1°15’,Applying
67,Sun,Trine,Neptune,8°02’,Applying
67,Sun,Opposition,Pluto,6°51’,Applying
67,Moon,Trine,Mercury,9°06’,Applying
67,Moon,Square,Pluto,1°06’,Separating
67,Mercury,Square,Mars,5°35’,Applying
67,Venus,Sextile,Mars,2°02’,Separating
67,Venus,Square,Jupiter,2°27’,Applying
67,Venus,Square,Saturn,6°31’,Applying
67,Venus,Opposition,Uranus,2°20’,Applying
67,Mars,Trine,Uranus,4°23’,Applying
67,Jupiter,Opposition,Saturn,4°03’,Applying
67,Jupiter,Square,Uranus,0°07’,Separating
67,Saturn,Square,Uranus,4°11’,Separating
67,Saturn,Conjunction,Neptune,6°47’,Separating
67,Neptune,Sextile,Pluto,1°10’,Separating
68,Sun,Trine,Saturn,0°21’,Applying
68,Moon,Opposition,Mars,8°30’,Separating
68,Moon,Opposition,Jupiter,0°50’,Separating
68,Moon,Square,Saturn,8°49’,Applying
68,Moon,Opposition,Uranus,8°41’,Separating
68,Mercury,Conjunction,Venus,5°22’,Separating
68,Mercury,Trine,Neptune,1°53’,Applying
68,Mercury,Sextile,Pluto,1°34’,Applying
68,Venus,Trine,Neptune,3°29’,Separating
68,Venus,Sextile,Pluto,3°48’,Separating
68,Mars,Conjunction,Uranus,0°10’,Separating
68,Mars,Square,Neptune,1°49’,Separating
68,Uranus,Square,Neptune,1°38’,Separating
68,Neptune,Sextile,Pluto,0°19’,Applying
69,Sun,Sextile,Jupiter,0°46’,Separating
69,Sun,Conjunction,Saturn,3°11’,Separating
69,Sun,Trine,Neptune,8°31’,Applying
69,Sun,Trine,Pluto,7°20’,Separating
69,Moon,Square,Venus,1°58’,Applying
69,Moon,Trine,Mars,3°20’,Applying
69,Moon,Opposition,Uranus,8°38’,Separating
69,Moon,Conjunction,Neptune,6°09’,Separating
69,Mercury,Sextile,Venus,2°51’,Applying
69,Mercury,Square,Mars,4°12’,Applying
69,Jupiter,Sextile,Saturn,2°24’,Separating
69,Jupiter,Trine,Uranus,6°49’,Applying
69,Saturn,Trine,Pluto,4°09’,Separating
69,Uranus,Opposition,Neptune,2°28’,Applying
70,Sun,Sextile,Moon,3°28’,Applying
70,Sun,Square,Mars,2°21’,Separating
70,Moon,Square,Venus,3°31’,Separating
70,Mercury,Trine,Jupiter,0°50’,Separating
70,Mercury,Sextile,Neptune,2°52’,Applying
70,Mercury,Trine,Pluto,4°27’,Separating
70,Venus,Square,Jupiter,6°45’,Separating
70,Jupiter,Opposition,Neptune,3°42’,Separating
70,Jupiter,Trine,Pluto,3°37’,Applying
70,Uranus,Trine,Neptune,6°19’,Separating
71,Sun,Sextile,Moon,3°46’,Separating
71,Sun,Trine,Neptune,7°30’,Separating
71,Moon,Square,Jupiter,4°44’,Applying
71,Mercury,Square,Saturn,2°21’,Separating
71,Mercury,Opposition,Uranus,1°50’,Separating
71,Venus,Trine,Saturn,2°04’,Applying
71,Venus,Trine,Neptune,3°55’,Separating
71,Venus,Opposition,Pluto,0°29’,Separating
71,Mars,Square,Neptune,3°05’,Separating
71,Saturn,Square,Uranus,0°30’,Applying
71,Saturn,Trine,Neptune,6°00’,Applying
71,Saturn,Sextile,Pluto,2°33’,Applying
